geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US06001401100,"Census Tract 4011, Alameda, CA",4366,417,3981,428,2296,334,482,247,0,12,925,318,0,12,16,27,262,116,0,12,262,116,385,174,209,132,35,56,0,12,0,12,0,12,106,95,35,39,18,29,17,27
14000US06001401200,"Census Tract 4012, Alameda, CA",2577,167,2196,190,1528,176,344,86,4,6,243,97,0,12,0,12,77,49,0,12,77,49,381,124,230,107,13,21,7,24,0,12,0,12,124,92,7,11,7,11,0,12
14000US06001401300,"Census Tract 4013, Alameda, CA",3855,354,3472,357,1476,211,1218,284,30,30,617,134,0,12,0,12,131,76,0,12,131,76,383,143,146,75,26,42,10,16,0,12,0,12,85,98,116,76,90,70,26,22
14000US06001401400,"Census Tract 4014, Alameda, CA",4331,502,3467,551,1035,215,1425,342,81,81,549,360,11,17,36,57,330,268,7,12,323,268,864,260,224,142,0,12,0,12,0,12,0,12,580,216,60,55,13,21,47,48
14000US06001401500,"Census Tract 4015, Alameda, CA",2663,301,2353,260,1070,229,974,177,9,14,103,61,24,39,0,12,173,77,6,9,167,77,310,155,112,86,14,15,0,12,0,12,0,12,155,123,29,21,0,12,29,21
14000US06001401600,"Census Tract 4016, Alameda, CA",2269,207,1946,220,729,212,844,160,0,12,235,101,19,25,18,26,101,60,0,12,101,60,323,75,72,63,0,12,0,12,5,7,0,12,192,77,54,64,0,12,54,64
14000US06001401700,"Census Tract 4017, Alameda, CA",3002,355,2271,287,1021,192,864,231,0,12,261,78,8,12,0,12,117,68,0,12,117,68,731,285,179,113,0,12,0,12,6,11,1,13,501,292,44,91,23,71,21,35
14000US06001401800,"Census Tract 4018, Alameda, CA",1794,218,1443,239,585,160,666,204,6,8,73,43,0,12,11,20,102,106,0,12,102,106,351,154,52,45,5,7,0,12,0,12,0,12,197,120,97,90,0,12,97,90
14000US06001402200,"Census Tract 4022, Alameda, CA",2527,222,1979,209,672,151,706,147,24,32,483,153,0,12,0,12,94,53,9,13,85,47,548,124,174,122,12,18,6,9,0,12,0,12,285,73,71,41,30,30,41,35
14000US06001402400,"Census Tract 4024, Alameda, CA",2787,319,2510,345,587,213,1513,311,6,9,273,126,11,16,0,12,120,105,0,12,120,105,277,160,124,94,44,64,1,2,0,12,0,12,74,96,34,28,21,31,13,21
14000US06001402500,"Census Tract 4025, Alameda, CA",1786,225,1595,238,157,103,1147,230,0,12,188,118,0,12,0,12,103,78,2,3,101,77,191,124,33,37,55,78,0,12,0,12,0,12,64,84,39,49,30,47,9,14
14000US06001402600,"Census Tract 4026, Alameda, CA",1196,122,1057,128,183,76,289,76,0,12,553,91,0,12,0,12,32,20,0,12,32,20,139,83,35,23,0,12,0,12,0,12,0,12,72,58,32,36,6,9,26,34
14000US06001402700,"Census Tract 4027, Alameda, CA",1842,197,1543,195,454,137,778,166,12,17,220,98,0,12,20,24,59,53,0,12,59,53,299,153,117,76,5,9,0,12,0,12,0,12,152,127,25,28,25,28,0,12
14000US06001402800,"Census Tract 4028, Alameda, CA",4639,370,4256,395,1478,255,1714,356,26,30,829,182,0,12,0,12,209,119,0,12,209,119,383,132,142,87,0,12,0,12,0,12,0,12,160,95,81,60,28,45,53,52
14000US06001402900,"Census Tract 4029, Alameda, CA",1427,115,1200,99,310,67,231,64,30,35,542,69,0,12,25,27,62,42,0,12,62,42,227,91,32,26,23,27,0,12,7,10,0,12,150,90,15,12,0,12,15,12
14000US06001403000,"Census Tract 4030, Alameda, CA",2969,225,2881,217,168,70,115,161,32,42,2424,219,96,87,22,35,24,28,0,12,24,28,88,79,49,55,0,12,0,12,0,12,0,12,39,43,0,12,0,12,0,12
14000US06001403100,"Census Tract 4031, Alameda, CA",1668,227,1406,170,376,90,303,125,12,15,677,111,12,20,4,6,22,19,0,12,22,19,262,98,91,37,0,12,7,13,13,15,0,12,98,54,53,40,34,37,19,16
14000US06001403300,"Census Tract 4033, Alameda, CA",4240,431,3846,414,990,324,322,214,106,95,2155,453,0,12,0,12,273,139,0,12,273,139,394,249,162,99,0,12,24,30,0,12,0,12,208,218,0,12,0,12,0,12
14000US06001403400,"Census Tract 4034, Alameda, CA",4617,335,4318,350,1872,260,1003,325,16,36,1143,317,36,52,39,64,209,98,15,19,194,101,299,136,123,98,15,25,0,12,0,12,0,12,107,74,54,65,54,65,0,12
14000US06001403501,"Census Tract 4035.01, Alameda, CA",4644,317,4137,386,1501,287,1171,263,39,30,1070,289,27,30,0,12,329,147,0,12,329,147,507,205,243,83,19,33,34,54,0,12,0,12,56,54,155,154,28,39,127,150
14000US06001403502,"Census Tract 4035.02, Alameda, CA",2035,186,1790,194,946,153,473,168,0,12,247,126,0,12,11,18,113,62,10,15,103,59,245,91,116,53,14,24,0,12,28,45,0,12,69,46,18,26,18,26,0,12
14000US06001403600,"Census Tract 4036, Alameda, CA",5252,580,4540,587,1892,325,1688,573,43,65,546,195,0,17,25,31,346,204,25,41,321,199,712,287,172,112,87,97,0,17,13,20,0,17,200,126,240,211,99,118,141,154
14000US06001403701,"Census Tract 4037.01, Alameda, CA",2795,202,2423,212,1385,189,555,144,0,12,306,137,0,12,36,42,141,62,0,12,141,62,372,111,215,79,0,12,0,12,8,13,0,12,123,69,26,24,18,20,8,13
14000US06001403702,"Census Tract 4037.02, Alameda, CA",1898,197,1706,193,994,177,269,95,0,12,330,145,6,12,12,20,95,76,0,12,95,76,192,110,38,30,7,13,0,12,0,12,0,12,106,98,41,33,18,20,23,26
14000US06001403800,"Census Tract 4038, Alameda, CA",3343,238,3184,252,2288,262,216,99,0,12,484,134,0,12,15,17,181,78,0,12,181,78,159,71,109,51,0,12,0,12,0,12,0,12,11,13,39,48,9,14,30,48
14000US06001403900,"Census Tract 4039, Alameda, CA",4020,289,3791,271,2210,293,614,298,16,21,701,204,0,12,35,54,215,140,0,12,215,140,229,128,93,67,15,26,0,12,0,12,0,12,28,32,93,102,93,102,0,12
14000US06001404000,"Census Tract 4040, Alameda, CA",2998,213,2596,207,1772,201,168,83,24,28,365,130,70,67,15,25,182,103,0,12,182,103,402,130,205,84,28,43,0,12,0,12,0,12,87,59,82,56,14,18,68,51
14000US06001404101,"Census Tract 4041.01, Alameda, CA",3088,234,2896,222,1935,230,236,103,7,12,383,110,0,12,59,59,276,141,0,12,276,141,192,99,142,84,0,12,0,12,0,12,0,12,16,18,34,31,16,20,18,29
14000US06001404102,"Census Tract 4041.02, Alameda, CA",2605,168,2345,191,1799,175,105,61,3,5,323,111,19,29,12,19,84,77,0,12,84,77,260,104,76,56,3,6,0,12,15,22,0,12,86,83,80,78,43,54,37,56
14000US06001404200,"Census Tract 4042, Alameda, CA",3849,257,3661,268,2422,219,244,136,10,12,673,275,37,31,41,32,234,109,7,12,227,108,188,90,151,88,0,12,0,12,0,12,0,12,30,30,7,12,7,12,0,12
14000US06001404300,"Census Tract 4043, Alameda, CA",3437,193,3021,211,2193,269,95,90,0,12,462,124,0,12,15,24,256,156,37,50,219,125,416,188,87,47,0,12,0,12,0,12,0,12,133,115,196,104,107,86,89,99
14000US06001404400,"Census Tract 4044, Alameda, CA",5475,222,5132,223,3705,287,99,76,9,15,859,161,0,17,0,17,460,221,0,17,460,221,343,59,304,62,0,17,24,37,0,17,0,17,0,17,15,25,15,25,0,17
14000US06001404501,"Census Tract 4045.01, Alameda, CA",1795,112,1659,143,1180,135,73,52,0,12,251,96,7,11,0,12,148,64,0,12,148,64,136,91,98,79,0,12,0,12,0,12,0,12,38,51,0,12,0,12,0,12
14000US06001404502,"Census Tract 4045.02, Alameda, CA",6070,318,5682,320,4305,359,135,121,0,17,775,235,0,17,0,17,467,207,0,17,467,207,388,99,256,133,39,72,11,18,18,29,0,17,18,28,46,42,14,24,32,33
14000US06001404600,"Census Tract 4046, Alameda, CA",4688,306,4505,332,3221,254,221,114,6,9,684,195,104,155,43,38,226,123,29,32,197,119,183,108,120,70,0,12,0,12,23,35,0,12,40,45,0,12,0,12,0,12
14000US06001404700,"Census Tract 4047, Alameda, CA",2079,133,1904,111,1515,137,134,62,0,12,199,89,7,14,11,16,38,45,0,12,38,45,175,103,106,70,0,12,6,9,47,73,0,12,16,20,0,12,0,12,0,12
14000US06001404800,"Census Tract 4048, Alameda, CA",2707,176,2339,249,1332,185,321,161,9,10,381,139,14,22,31,33,251,126,0,12,251,126,368,202,173,97,0,12,100,132,0,12,0,12,28,36,67,90,67,90,0,12
14000US06001404900,"Census Tract 4049, Alameda, CA",3973,201,3636,207,2383,197,394,133,50,35,442,110,78,68,0,12,289,111,0,12,289,111,337,127,217,114,0,12,6,10,27,30,0,12,23,24,64,46,15,18,49,43
14000US06001405000,"Census Tract 4050, Alameda, CA",3269,185,2978,213,2036,213,351,143,5,8,368,93,0,12,12,19,206,117,0,12,206,117,291,123,115,56,30,37,9,14,0,12,0,12,111,105,26,27,26,27,0,12
14000US06001405100,"Census Tract 4051, Alameda, CA",4324,253,4183,248,2666,236,756,310,0,12,395,110,0,12,11,16,355,132,20,31,335,136,141,69,46,38,10,16,0,12,0,12,0,12,66,52,19,20,0,12,19,20
14000US06001405200,"Census Tract 4052, Alameda, CA",5188,396,4197,469,1871,236,456,152,25,24,1564,394,21,34,0,17,260,146,40,46,220,138,991,349,371,258,193,184,17,28,0,17,0,17,241,122,169,112,101,92,68,68
14000US06001405301,"Census Tract 4053.01, Alameda, CA",2955,188,2532,232,1318,170,681,139,0,12,327,84,14,15,0,12,192,95,0,12,192,95,423,164,120,71,0,12,0,12,17,20,0,12,242,137,44,35,38,34,6,11
14000US06001405302,"Census Tract 4053.02, Alameda, CA",2454,240,2082,252,797,170,281,121,8,12,796,188,0,12,24,32,176,106,9,14,167,105,372,147,231,177,7,12,0,12,0,12,0,12,115,118,19,23,6,9,13,20
14000US06001405401,"Census Tract 4054.01, Alameda, CA",3890,299,3212,347,676,178,901,254,0,12,1418,256,0,12,61,59,156,69,9,14,147,69,678,256,154,110,28,33,0,12,0,12,0,12,456,242,40,45,6,12,34,43
14000US06001405402,"Census Tract 4054.02, Alameda, CA",3275,337,2602,359,460,164,943,320,8,15,958,245,102,106,0,12,131,127,0,12,131,127,673,265,112,81,41,49,35,40,0,12,0,12,485,230,0,12,0,12,0,12
14000US06001405500,"Census Tract 4055, Alameda, CA",4063,271,3551,300,1013,193,602,196,6,10,1737,298,22,32,0,12,171,91,16,25,155,88,512,197,360,185,10,16,26,43,0,12,7,12,51,46,58,65,0,12,58,65
14000US06001405600,"Census Tract 4056, Alameda, CA",3292,335,2358,336,828,200,528,215,77,103,728,232,0,12,10,16,187,88,34,37,153,77,934,261,406,230,10,17,24,40,0,12,0,12,445,288,49,51,49,51,0,12
14000US06001405700,"Census Tract 4057, Alameda, CA",3434,418,2740,299,466,134,877,219,19,20,1231,227,0,12,55,58,92,60,0,12,92,60,694,338,268,188,0,12,0,12,0,12,0,12,343,291,83,61,12,19,71,57
14000US06001405800,"Census Tract 4058, Alameda, CA",4645,425,3684,418,660,277,896,357,53,59,2024,389,20,30,8,13,23,21,0,12,23,21,961,307,495,340,12,15,46,46,0,12,0,12,300,188,108,93,53,58,55,60
14000US06001405901,"Census Tract 4059.01, Alameda, CA",4348,500,2565,494,167,153,705,247,40,28,1492,396,41,64,90,130,30,46,30,46,0,12,1783,412,516,306,106,130,174,171,0,12,0,12,958,368,29,35,9,14,20,33
14000US06001405902,"Census Tract 4059.02, Alameda, CA",2979,276,2277,263,279,125,360,135,20,25,1548,250,10,27,27,34,33,36,0,12,33,36,702,140,217,155,6,10,11,15,0,12,0,12,411,123,57,45,34,37,23,28
14000US06001406000,"Census Tract 4060, Alameda, CA",3344,288,2689,273,608,201,498,175,0,12,1477,307,8,13,0,12,98,72,8,14,90,72,655,229,191,114,0,12,10,16,0,12,0,12,454,228,0,12,0,12,0,12
14000US06001406100,"Census Tract 4061, Alameda, CA",4659,587,1963,467,635,179,467,382,0,12,753,308,25,38,0,12,83,59,0,12,83,59,2696,488,1064,516,0,12,124,180,29,51,0,12,1474,627,5,9,0,12,5,9
14000US06001406201,"Census Tract 4062.01, Alameda, CA",4858,485,2813,429,351,172,818,312,7,11,1231,335,113,130,62,82,231,142,0,12,231,142,2045,464,371,213,0,12,93,85,13,23,0,12,1506,486,62,60,2,12,60,53
14000US06001406202,"Census Tract 4062.02, Alameda, CA",4751,325,1871,275,482,186,612,205,136,128,556,151,0,12,6,13,79,50,7,13,72,53,2880,286,1277,327,21,31,204,153,16,26,0,12,1228,337,134,70,56,48,78,50
14000US06001406300,"Census Tract 4063, Alameda, CA",4425,414,3039,373,573,141,1225,377,14,17,1161,297,0,12,0,12,66,47,0,12,66,47,1386,252,459,225,0,12,0,12,0,12,0,12,764,202,163,147,132,145,31,26
14000US06001406400,"Census Tract 4064, Alameda, CA",2466,274,2019,261,767,145,513,228,0,12,581,182,0,12,0,12,158,86,0,12,158,86,447,201,183,115,12,18,28,32,0,12,0,12,220,168,4,7,4,7,0,12
14000US06001406500,"Census Tract 4065, Alameda, CA",6055,533,3085,367,468,129,880,254,0,17,1196,224,216,186,6,9,319,186,11,17,308,183,2970,492,655,346,126,150,112,181,23,36,0,17,1989,487,65,76,44,69,21,34
14000US06001406601,"Census Tract 4066.01, Alameda, CA",5042,504,3346,433,726,186,1077,258,5,10,1172,237,0,17,0,17,366,242,0,17,366,242,1696,465,246,186,52,79,106,135,0,17,0,17,1100,446,192,232,173,230,19,23
14000US06001406602,"Census Tract 4066.02, Alameda, CA",2795,299,2003,292,329,112,421,96,51,48,1095,307,5,10,0,12,102,58,13,22,89,58,792,199,182,142,72,60,19,31,0,12,0,12,492,230,27,21,15,15,12,14
14000US06001406700,"Census Tract 4067, Alameda, CA",4992,441,4414,444,2395,387,677,193,43,67,1059,260,0,12,60,85,180,110,0,12,180,110,578,147,368,162,17,27,0,12,0,12,0,12,134,109,59,67,24,38,35,55
14000US06001406800,"Census Tract 4068, Alameda, CA",3510,222,3020,229,1532,156,366,175,23,25,801,136,0,12,110,141,188,105,0,12,188,105,490,137,244,119,15,27,0,12,0,12,0,12,199,136,32,38,17,25,15,26
14000US06001406900,"Census Tract 4069, Alameda, CA",3708,263,3294,303,1494,185,620,195,18,26,815,221,22,25,0,12,325,129,7,13,318,127,414,169,200,113,0,12,0,12,0,12,0,12,150,131,64,64,10,17,54,59
14000US06001407000,"Census Tract 4070, Alameda, CA",5924,695,4006,704,916,350,1024,329,42,63,1587,546,0,17,0,17,437,354,0,17,437,354,1918,595,438,297,0,17,57,66,0,17,0,17,1224,549,199,236,199,236,0,17
14000US06001407101,"Census Tract 4071.01, Alameda, CA",3737,434,1893,322,274,163,640,337,9,15,914,145,0,12,0,12,56,54,0,12,56,54,1844,354,452,267,33,52,0,12,0,12,0,12,1350,453,9,15,9,15,0,12
14000US06001407102,"Census Tract 4071.02, Alameda, CA",4416,570,2340,337,411,135,1014,260,0,12,592,192,105,199,0,12,218,130,0,12,218,130,2076,559,746,497,12,19,55,73,12,21,21,31,1045,518,185,135,39,40,146,128
14000US06001407200,"Census Tract 4072, Alameda, CA",6894,630,2318,476,688,259,570,300,15,25,866,308,2,4,23,37,154,122,0,17,154,122,4576,697,1678,485,72,97,43,60,0,17,0,17,2711,726,72,50,47,36,25,34
14000US06001407300,"Census Tract 4073, Alameda, CA",2440,291,1015,181,385,127,193,100,2,3,340,168,10,17,0,12,85,50,0,12,85,50,1425,275,533,236,0,12,0,12,21,31,0,12,848,214,23,24,13,16,10,16
14000US06001407400,"Census Tract 4074, Alameda, CA",4399,529,1631,240,109,83,911,206,0,12,486,146,14,26,0,12,111,112,0,12,111,112,2768,553,534,276,31,34,20,29,9,15,0,12,2079,592,95,81,87,83,8,13
14000US06001407500,"Census Tract 4075, Alameda, CA",4560,455,2050,451,280,232,1235,359,4,10,280,185,5,10,0,12,246,240,0,12,246,240,2510,407,509,301,7,11,46,53,0,12,0,12,1859,589,89,130,89,130,0,12
14000US06001407600,"Census Tract 4076, Alameda, CA",6606,620,4579,626,859,250,2755,594,0,17,639,262,0,17,0,17,326,240,0,17,326,240,2027,434,298,239,20,33,0,17,0,17,0,17,1331,474,378,244,56,65,322,238
14000US06001407700,"Census Tract 4077, Alameda, CA",4288,320,3735,333,1158,139,1964,303,0,12,324,121,41,51,10,18,238,114,0,12,238,114,553,112,295,128,14,15,0,12,11,19,0,12,144,106,89,83,48,72,41,45
14000US06001407800,"Census Tract 4078, Alameda, CA",2734,261,2248,238,806,158,688,125,0,12,509,171,4,9,2,5,239,123,5,9,234,123,486,128,247,88,4,9,3,7,7,12,0,12,122,45,103,68,17,26,86,61
14000US06001407900,"Census Tract 4079, Alameda, CA",3074,312,2738,297,1388,268,500,145,0,12,530,151,34,50,62,71,224,124,0,12,224,124,336,178,99,66,0,12,0,12,13,21,0,12,174,169,50,50,27,42,23,27
14000US06001408000,"Census Tract 4080, Alameda, CA",2718,242,2408,192,1448,151,289,142,17,19,533,136,4,7,33,38,84,53,0,12,84,53,310,117,153,58,5,10,0,12,6,12,0,12,112,73,34,25,23,21,11,13
14000US06001408100,"Census Tract 4081, Alameda, CA",6108,462,5434,408,2403,339,1395,292,0,17,1222,172,0,17,32,54,382,167,33,51,349,162,674,198,213,109,0,17,0,17,17,27,0,17,246,123,198,111,126,85,72,69
14000US06001408200,"Census Tract 4082, Alameda, CA",4455,408,3850,367,930,183,2194,367,75,76,224,127,34,51,0,12,393,167,0,12,393,167,605,207,175,90,27,30,23,38,0,12,15,24,287,200,78,69,39,48,39,42
14000US06001408300,"Census Tract 4083, Alameda, CA",5323,372,3977,456,1190,209,1858,311,0,17,559,288,41,53,0,17,329,138,0,17,329,138,1346,345,192,141,0,17,8,14,0,17,55,71,959,364,132,86,16,27,116,82
14000US06001408400,"Census Tract 4084, Alameda, CA",3089,393,1711,339,278,131,1157,375,0,12,116,121,6,11,82,122,72,73,0,12,72,73,1378,270,341,279,6,10,0,12,0,12,9,14,973,311,49,78,25,39,24,39
14000US06001408500,"Census Tract 4085, Alameda, CA",5997,544,2655,389,165,172,2124,290,1,4,135,153,76,78,24,37,130,124,28,44,102,85,3342,510,185,144,73,76,81,126,0,17,0,17,2852,509,151,110,101,89,50,63
14000US06001408600,"Census Tract 4086, Alameda, CA",6947,639,3150,528,213,105,2288,433,34,31,284,198,0,17,0,17,331,255,10,15,321,255,3797,670,985,558,17,20,8,13,0,17,0,17,2621,803,166,128,121,118,45,56
14000US06001408700,"Census Tract 4087, Alameda, CA",7628,776,4054,637,413,162,3287,615,0,17,170,152,0,17,0,17,184,171,0,17,184,171,3574,622,846,407,151,242,0,17,0,17,0,17,2172,617,405,318,76,86,329,325
14000US06001408800,"Census Tract 4088, Alameda, CA",7054,704,3330,532,359,218,2397,492,6,11,241,148,289,254,0,17,38,43,15,23,23,36,3724,724,293,168,0,17,35,56,0,17,0,17,3231,761,165,117,156,115,9,15
14000US06001408900,"Census Tract 4089, Alameda, CA",3115,290,1268,212,113,57,894,189,0,12,136,91,33,30,0,12,92,63,0,12,92,63,1847,231,455,225,92,91,0,12,0,12,0,12,1226,260,74,82,38,60,36,56
14000US06001409000,"Census Tract 4090, Alameda, CA",3904,335,1845,302,74,57,1261,287,0,12,158,92,98,135,52,70,202,198,148,192,54,49,2059,262,543,206,0,12,48,74,0,12,0,12,1418,316,50,43,27,28,23,36
14000US06001409100,"Census Tract 4091, Alameda, CA",2327,283,1045,229,34,28,788,206,8,15,80,79,0,12,0,12,135,91,0,12,135,91,1282,392,658,345,89,106,75,105,0,12,0,12,406,231,54,60,29,47,25,35
14000US06001409200,"Census Tract 4092, Alameda, CA",3577,297,1616,156,149,87,1127,151,9,13,229,111,0,12,0,12,102,64,0,12,102,64,1961,272,220,99,38,45,50,46,0,12,0,12,1476,314,177,131,88,90,89,94
14000US06001409300,"Census Tract 4093, Alameda, CA",5433,508,2006,317,323,126,1445,310,0,17,125,99,16,27,0,17,97,79,14,20,83,75,3427,474,589,356,11,17,180,240,0,17,0,17,2589,516,58,61,12,16,46,59
14000US06001409400,"Census Tract 4094, Alameda, CA",5022,561,1568,398,216,138,858,207,0,17,413,299,14,22,0,17,67,72,0,17,67,72,3454,600,1110,486,49,56,0,17,0,17,0,17,2162,547,133,99,53,42,80,87
14000US06001409500,"Census Tract 4095, Alameda, CA",4272,352,1568,228,195,118,1175,215,5,8,31,31,80,109,9,14,73,75,0,12,73,75,2704,337,797,259,56,45,15,23,0,12,0,12,1772,379,64,65,64,65,0,12
14000US06001409600,"Census Tract 4096, Alameda, CA",5188,492,1656,444,138,83,1146,412,13,20,198,174,18,22,41,47,102,111,0,17,102,111,3532,612,756,588,58,83,2,5,0,17,0,17,2630,672,86,54,46,43,40,33
14000US06001409700,"Census Tract 4097, Alameda, CA",5183,616,2394,404,161,67,1871,371,20,30,142,110,13,20,30,45,157,105,11,17,146,103,2789,554,823,330,0,17,30,47,0,17,15,18,1792,527,129,83,100,71,29,38
14000US06001409800,"Census Tract 4098, Alameda, CA",3519,402,2993,371,671,193,1742,362,7,11,187,78,0,12,42,64,344,241,0,12,344,241,526,234,94,80,47,46,1,3,126,211,0,12,184,195,74,106,73,106,1,3
14000US06001409900,"Census Tract 4099, Alameda, CA",3680,392,3383,385,933,155,1766,267,0,12,227,82,0,12,20,32,437,299,9,14,428,296,297,137,96,62,0,12,13,20,0,12,0,12,84,73,104,75,49,52,55,59
14000US06001410000,"Census Tract 4100, Alameda, CA",3367,274,3053,330,1147,247,1313,382,0,12,109,89,0,12,47,46,437,258,11,17,426,258,314,158,151,124,10,16,0,12,0,12,0,12,51,59,102,79,102,79,0,12
14000US06001410100,"Census Tract 4101, Alameda, CA",2674,256,2243,249,394,119,1539,237,0,12,97,58,0,12,6,8,207,98,12,17,195,99,431,119,164,109,5,8,0,12,0,12,0,12,164,85,98,69,22,25,76,67
14000US06001410200,"Census Tract 4102, Alameda, CA",3399,466,2267,355,160,80,1803,345,0,12,133,134,104,132,0,12,67,90,0,12,67,90,1132,310,226,176,0,12,0,12,0,12,0,12,853,351,53,67,22,41,31,35
14000US06001410300,"Census Tract 4103, Alameda, CA",3851,309,1190,213,79,41,856,178,21,23,73,66,91,84,0,12,70,55,0,12,70,55,2661,342,921,250,7,11,17,26,0,12,0,12,1561,329,155,149,125,146,30,34
14000US06001410400,"Census Tract 4104, Alameda, CA",4185,328,2153,242,243,95,1426,231,10,13,397,155,0,12,0,12,77,56,0,12,77,56,2032,277,618,242,0,12,98,119,30,35,20,23,1204,334,62,49,43,46,19,22
14000US06001410500,"Census Tract 4105, Alameda, CA",2373,251,2127,245,198,116,1503,223,8,13,349,122,17,18,7,10,45,31,0,12,45,31,246,156,109,135,9,14,0,12,0,12,0,12,116,92,12,13,6,9,6,9
14000US06001981900,"Census Tract 9819, Alameda, CA",60,39,53,37,53,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US06001982000,"Census Tract 9820, Alameda, CA",63,29,56,30,18,16,18,25,0,12,20,22,0,12,0,12,0,12,0,12,0,12,7,8,3,6,0,12,0,12,0,12,0,12,0,12,4,6,4,6,0,12
14000US06001983200,"Census Tract 9832, Alameda, CA",622,60,570,62,326,61,43,31,9,12,171,55,4,6,0,12,17,12,0,12,17,12,52,27,23,17,0,12,9,19,0,12,0,12,7,18,13,13,8,10,5,8
14000US06001990000,"Census Tract 9900, Alameda, CA",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
